praf,pmek,plcg,PIP2,PIP3,p44.42,pakts473,PKA,PKC,P38,pjnk
61.5,37.2,158,557,110,2.64,12.9,461,12.1,26.7,27.6
170,103,4.41,79.1,10.8,43.7,90.6,1540,4.33,7.7,8.58
33.4,19.5,12.3,105,12.1,42.6,65.5,1395,14.3,31.3,49.1
173,104,21.3,155,20,14.9,44.5,1512,12.6,33.1,45.7
106,85.8,19.5,86.6,10,49.1,67.9,483,7.1,25.5,36.2
34.9,16.1,54.2,562,71.7,13,27.6,737,9.73,18.4,18.9
48.7,28.9,32.2,31.3,17,32.8,57.8,1298,19.1,49.6,54.7
21.9,16.1,59.4,207,37.9,6.21,14.1,730,9.39,26.2,30.5
79.1,52.3,12.9,138,12.1,172,453,4826,7.64,28.9,28.4
59.9,35.2,64.9,257,42.2,12.6,28.1,730,1.86,3.79,4.03
25.9,13.2,21.9,24.1,21.3,59.9,92.2,1370,7.77,20.7,26.9
28.6,15.8,17.9,61.5,11.3,12.4,17.5,704,3.13,20.2,20.5
64.9,53.3,71,466,73,7.77,19.8,1114,12.4,20.2,12.6
31.9,33.4,64.9,474,77,40.3,46.6,1176,9.22,15.5,12.6
67.3,41.4,40.7,66.1,20.5,82,131,2017,10.8,16.3,27.6
79.1,62.6,19.5,19.3,13.8,9.39,32.5,483,9.82,24.6,54.2
69.2,36.8,26.9,19.3,7.37,17.9,33.4,1000,11.8,16.7,25.9
28.6,31.6,40.7,433,56.7,3.43,12.4,898,5.73,28.4,13.7
43.3,27.1,33.4,30.2,11.9,9.73,20.7,215,3.05,20.9,1
136,87.4,14.1,161,21.9,22.5,43.3,2996,10.9,25.3,27.9
46.6,24.4,33.4,13.7,31.1,21.5,36.8,890,10,27.4,2.23
36.8,12.4,17.8,20,9.06,7.43,16.3,982,10.1,26.9,33.1
67.9,62.1,4.78,11.4,1.75,11.4,31.3,466,13.2,33.4,25.5
92.2,80.6,15.4,167,9.39,2.57,10.7,19.3,13.7,37.5,15.5
20,23.5,4.26,10.6,10.3,10.7,17.3,470,51.4,136,160
48.3,33.4,25,28.6,6.1,3.92,8.9,158,3.28,12.7,19.3
37.9,19.6,28.1,142,17.6,9.39,24.6,457,9.82,25.9,14.5
60.4,35.5,14.1,124,18.1,1,2.71,10.6,40.7,71,86.6
31.3,17.8,24.1,15.4,10.1,22.5,39.2,552,31.1,97.3,207
54.2,34.3,12,139,19.6,12.3,18.8,621,6.26,18.8,37.9
121,84.3,27.1,21.9,5.33,8.82,30.5,717,4.83,18.9,31.6
34.6,19.5,106,478,68.5,23.1,24.6,429,10.7,20.9,28.9
9.22,1.01,19.1,21.5,9.91,17.9,43.7,573,11,33.7,50.9
80.6,49.1,17.8,235,29.7,4.83,18.9,322,14.7,24.1,52.3
67.3,36.8,30.2,138,11.7,12.6,20.2,610,9.06,20.9,32.2
24.1,13,72.3,337,85.8,1.01,2.44,158,6.21,15.3,17.2
26.7,15.7,28.1,334,48.3,14.1,21.1,906,5.88,28.4,21.9
39.6,25.9,17,16.3,12.6,17.6,34.6,820,4.61,15.5,27.9
106,58.8,14.6,18.3,3.65,11.5,21.7,661,7.1,18.1,30.2
132,84.3,23.1,20.9,3.25,21.5,34,362,7.37,27.9,36.8
59.9,29.2,12.2,76.4,21.9,18.6,24.8,583,9.73,15.1,8.35
36.5,36.8,32.5,36.8,11.4,25.3,32.2,509,4.96,20,25.3
37.5,17.6,6.61,181,13.9,23.9,39.2,644,13.2,33.7,56.2
147,102,6.04,20.4,10.3,29.2,47.4,478,5.47,14.6,11.4
64.4,15.3,18.1,20,6.38,10.5,28.4,644,10.3,26.7,17
104,82,12.3,1.19,21.9,17,23.3,523,14.1,26.4,27.1
74.3,58.8,12.7,150,8.13,11.4,22.7,552,8.9,21.7,18.4
115,80.6,22.3,27.4,2.25,20.7,31.6,567,10.4,25.3,29.7
38.2,26.2,30,27.6,6.49,20.2,24.8,509,17.2,35.2,17.8
38.9,28.1,35.5,24.4,1,12.5,15.1,1334,13.6,22.7,30.2
40.3,18.8,10.3,145,21.3,19.5,30.8,599,6.21,22.3,27.6
39.6,28.1,18.1,28.9,20.9,19.1,29.7,557,18.6,65.5,73
51.9,32.2,13.2,137,25.9,29.7,43.3,355,11.7,51.4,40.3
18.3,17,38.5,269,24.4,5.42,19.6,253,7.84,27.9,22.3
51.9,30.2,22.3,136,16.8,14.1,23.7,835,10.7,20.5,13.5
101,67.3,22.3,68.5,5.67,30.8,39.6,594,10.4,27.1,13.9
58.3,31.1,79.9,77,8.58,19.6,28.4,638,15.3,36.5,50.9
57.3,35.5,62.6,437,49.1,4.53,15.1,806,47.4,59.4,14.3
47,26.9,27.4,19.5,8.35,7.37,18.4,649,11.3,30.8,36.8
28.1,16.7,35.2,49.1,18.3,23.7,36.8,514,10.3,38.5,60.4
36.8,22.7,28.1,23.1,4.78,20.7,32.8,433,42.2,104,95.6
35.9,25.7,49.6,362,46.1,35.9,55.7,1877,9.39,21.9,27.6
43.3,31.6,42.2,69.2,23.3,22.3,34.6,667,4.33,5.83,3.92
34.3,21.3,51.9,292,56.2,10.2,30.2,449,5.23,23.7,34.6
86.6,79.9,16,136,13.8,18.4,28.9,626,10,18.3,23.3
17.5,19.3,118,365,77,10.4,30.5,1843,5.88,20.9,17.6
65.5,28.1,19.8,163,20,21.9,38.5,474,5.28,21.1,21.1
34,19.8,34,196,13.7,6.85,19.5,820,10.3,23.1,27.1
131,119,78.4,250,48.7,90.6,126,466,3.59,7.99,1.08
67.3,41.4,40.7,66.1,20.5,82,131,2017,10.8,16.3,27.6
27.6,25.5,19.8,36.8,5.42,12.6,20.5,562,12.4,46.6,52.3
79.9,49.6,35.2,39.2,9.31,14.6,20.7,533,4.7,14.5,18.1
36.5,28.4,16.1,106,4.41,11.7,28.6,604,76.4,163,198
35.9,25.7,21.7,28.4,13.1,16.3,28.6,692,56.7,85.1,27.1
39.2,34.9,75.7,433,73,11.7,39.2,449,25.5,51.4,75.7
36.5,22.3,17.5,142,9.06,16.1,22.1,661,6.55,27.6,20.2
14.9,21.3,22.3,16.5,10.6,5.99,3.43,161,13.2,26.7,16.7
35.9,18.6,20.9,62.1,12.7,124,449,4958,8.28,24.6,6.21
146,97.3,49.1,69.2,16.7,15.4,29.2,547,5.94,9.06,20.4
48.3,18.4,13.9,132,12.5,12.5,33.1,882,49.1,107,211
39.2,19.5,16.4,64.9,9.65,14.6,26.2,750,12,22.9,25.9
142,91.4,57.8,102,18.9,12,13.6,305,4.03,10.6,12.9
36.5,28.4,16.1,106,4.41,11.7,28.6,604,76.4,163,198
237,170,70.4,241,41.4,37.5,53.8,322,9.22,15.8,15.8
35.2,13.8,18.1,17,12,6.38,15.7,422,12.5,26.4,25.9
170,123,16.5,8.35,1.73,20.2,29.2,757,32.8,78.4,186
76.4,43.7,8.82,235,22.7,23.1,40.3,583,25.5,44.1,51.9
164,91.4,13.1,20,6.98,13.6,31.3,723,27.1,50.9,79.9
104,105,27.1,379,65.5,15,26.4,638,12.5,19.6,15.8
78.4,51.9,22.9,23.7,10.4,5.38,9.73,583,6.67,14.2,15.4
22.5,21.1,23.3,61,7.64,103,255,3752,12.5,25.9,22.3
28.9,4.03,14.7,104,26.2,22.1,29.7,311,9.82,18.8,32.8
22.9,26.9,20.2,19.6,5.23,10.3,13.3,255,10.1,22.5,19.6
60.4,48.7,13.6,29.7,2.35,213,322,1554,8.35,20.9,23.7
30,10.4,23.3,22.9,4.41,39.2,88.2,2072,31.3,75.7,89.8
136,87.4,14.1,161,21.9,22.5,43.3,2996,10.9,25.3,27.9
131,77.7,6.67,129,36.2,20.4,35.9,519,16.5,51.4,75.7
139,91.4,19.5,70.4,7.23,13,22.5,414,7.04,20.5,2.55
55.2,32.2,13.6,142,10.2,9.47,25.5,346,7.7,23.5,28.4
37.5,23.3,16.1,151,16.1,41,69.8,1275,36.8,83.5,172
46.1,51.4,16.7,16,1,5.19,10.5,866,1,68.5,9.22
29.7,16.7,85.1,274,41.8,15,25.5,523,11.9,29.2,63.8
21.1,15,24.8,25.7,5.38,9.65,36.2,737,11.2,29.7,24.4
39.6,25.9,17,16.3,12.6,17.6,34.6,820,4.61,15.5,27.9
68.5,107,18.3,31.1,19.5,11.1,22.9,599,12.2,27.1,14.3
40.3,23.3,31.9,39.2,2.57,6.79,13.7,692,11.3,28.1,29.7
33.7,21.5,18.9,217,9.22,14.1,18.6,542,10.4,19.3,40.7
34.3,21.3,4.29,13.5,9.31,9.82,25.7,649,1,64.4,4.33
38.2,25.9,24.1,20.9,6.98,22.9,43.3,271,7.1,12.1,23.7
50.5,32.5,22.9,26.7,5.57,3.4,14.5,235,5.19,13.7,11.8
24.1,18.3,17.9,97.3,7.1,63.2,112,1911,17.6,27.9,35.2
76.4,43.7,8.82,235,22.7,23.1,40.3,583,25.5,44.1,51.9
30.8,20.2,21.1,23.5,14.5,30.8,55.7,1382,51.9,113,115
31.9,24.6,31.6,38.5,6.26,73,130,2110,8.35,15.7,17.5
37.5,25.3,21.3,40.3,10.6,13,54.7,362,31.6,66.1,71.7
32.8,27.4,22.3,25.7,7.5,29.4,83.5,2642,9.82,18.9,31.9
28.6,22.1,8.9,15.3,63.8,26.9,70.4,698,21.3,34.6,5.09
108,51.4,13.5,168,24.6,6.44,17,437,15.5,27.6,5.94
120,107,7.43,158,54.7,20,32.5,279,29.7,46.6,11.5
106,25.5,5.28,204,14.2,4.78,29.4,673,19.6,24.6,22.1
37.9,19.6,17.2,91.4,25.9,31.1,44.9,562,3.02,18.3,15.1
29.4,29.7,17,319,54.7,33.1,45.3,382,18.3,18.6,8.13
211,88.2,11.9,157,24.4,45.7,94.7,1715,14.1,7.5,13.6
51.9,29.4,10.7,113,37.5,34,58.8,692,7.91,2.37,9.47
63.8,19.6,4.49,227,27.1,13.2,13.7,433,11.3,21.7,12.9
73.7,32.8,51.9,528,157,25.5,60.4,1084,9.14,12,7.43
19.5,13.8,16.4,528,150,2.86,1,147,11,5.78,13.9
39.2,17.6,1.73,5.62,6.21,16.1,32.8,757,15.1,12.6,11.8
68.5,34.6,10.7,207,52.8,13.8,22.9,313,17.6,12.4,9.47
61,25.5,8.74,99.1,37.9,6.92,22.7,1554,1,1,4.53
33.4,23.3,2,31.1,15.4,23.1,40.3,337,18.8,35.2,6.21
86.6,24.1,11.4,204,38.9,51.9,90.6,673,31.1,36.8,10.1
77,21.1,2.33,7.17,3.13,38.5,119,1472,13.6,15.5,11.3
106,66.7,5.83,188,30.2,8.82,23.7,500,21.9,35.5,15.4
25.5,1.25,15,229,59.9,14.5,25.3,269,27.4,35.9,27.6
136,71,21.7,53.8,31.9,17.5,28.4,375,30.5,38.2,12.1
111,38.2,16.1,264,65.5,25,33.1,437,1,3.85,5.14
90.6,29.4,17.5,18.4,3,34.9,41,655,20.4,25.3,11.3
6.1,21.3,69.8,125,196,10.9,44.5,1322,13.8,5.94,8.82
64.9,21.1,6.49,143,44.1,34,66.1,655,22.1,26.7,4.45
37.2,20.9,11,143,29.2,2.81,25.7,704,27.6,34.6,8.98
84.3,35.2,8.13,153,24.1,5.57,17.6,547,6.67,6.92,17.5
51.9,23.9,2.76,271,40.3,25.3,28.9,211,22.3,32.8,6.55
51.9,29.4,10.7,113,37.5,34,58.8,692,7.91,2.37,9.47
83.5,54.2,1.84,4.53,15.3,6.98,18.9,764,22.9,25.9,2.17
70.4,23.1,15.4,145,39.6,67.9,106,1275,21.7,32.2,2.76
105,80.6,7.91,229,42.2,5.42,22.9,1370,10.8,19.8,1.29
106,108,6.79,74.3,53.8,10.4,25.7,567,60.4,88.2,28.1
51.9,29.4,10.7,113,37.5,34,58.8,692,7.91,2.37,9.47
19.5,13.8,7.17,22.3,37.5,12.2,34.9,644,19.3,32.5,12.4
14.3,23.1,11.7,158,40,11.3,21.1,470,18.9,29.2,10.1
54.2,22.3,13,161,62.6,31.9,45.7,284,25,29.2,4.91
28.4,20.4,25.3,51.9,24.8,4.96,16.3,922,23.5,42.6,11.9
73.7,27.6,20.5,19.6,21.1,26.7,62.6,1334,20.2,36.5,6.79
27.4,21.5,8.98,11.3,31.9,43.3,65.5,649,27.1,42.2,8.9
49.6,16.1,8.13,178,17.8,8.74,36.5,583,21.9,35.9,6.92
33.4,27.4,53.8,57.3,32.5,44.1,94.7,1860,13.5,29.7,15.7
85.1,28.6,11.1,101,62.1,10.5,27.1,1310,27.1,37.2,10.7
25.5,12.4,7.04,225,29.7,13.5,23.3,346,20.9,36.8,13
34.9,10.8,7.43,153,41,22.7,69.2,1176,25.7,37.9,4.45
34.9,20.4,16.7,23.1,12.9,38.2,52.3,407,5.33,10.6,1.88
63.2,38.9,76.4,349,105,31.9,37.5,302,1,3.85,2.64
85.8,67.3,10.6,189,40.3,14.7,28.6,331,3.02,1.31,13.5
32.2,14.9,63.8,181,34,10.7,32.5,610,33.7,30,16.8
105,58.3,7.84,175,55.7,7.91,13.7,453,23.1,26.9,15.1
12,21.3,20.2,81.3,17.2,10.1,24.8,461,27.1,39.2,9.22
17.5,29.4,6.32,113,12.7,10.4,23.1,400,10.5,21.9,2.25
25.7,24.6,19.5,117,79.1,10,25.7,799,17.2,26.2,15.8
37.5,10.3,6.15,153,30,17.6,31.3,445,17.8,20.7,14.7
36.5,16.3,9.91,157,45.3,9.65,11.5,626,2.86,1,10.6
50.9,120,9.56,44.5,14.2,50,89.8,710,22.1,26.9,14.1
32.8,16,10.2,34.9,12,14.6,25.9,410,30.5,42.6,8.66
48.3,23.3,8.82,130,14.1,13.9,25.7,375,23.7,26.9,14.1
11.8,22.5,9.39,122,12.9,37.2,54.7,667,9.39,14.5,3.68
127,68.5,9.65,5.57,34.9,13.6,36.2,478,19.3,23.5,9.39
54.7,27.4,14.3,233,43.3,5.62,12.2,588,21.1,27.1,8.28
25.7,18.4,6.04,334,32.8,79.9,125,1124,14.1,9.65,4.07
14.2,15.4,33.7,95.6,67.3,18.8,33.4,253,22.1,29.7,4.53
14.3,22.1,13.5,93.1,41.8,15.5,20.4,244,17.5,30,13.9
28.6,17.5,18.4,160,24.8,16.5,40.7,1065,26.2,26.9,8.51
5.78,1.01,2.21,538,38.9,16.8,15.4,461,5.38,11.9,9.22
25.9,23.1,10.3,155,18.3,17.5,18.3,368,31.1,41.4,4.41
106,34.3,31.9,58.8,67.3,14.3,40.7,281,18.3,24.1,9.31
55.7,49.6,8.98,142,29.2,20,42.9,698,14.3,15.1,11.2
15,39.6,24.4,55.7,30.2,24.6,28.9,163,1.25,6.15,4.03
20.4,15,67.9,150,13.3,67.9,124,1685,25.7,36.8,5.99
149,36.5,26.9,45.7,44.9,18.3,34.3,237,16,26.7,1
205,71,4.53,17,47.4,13.8,37.9,1794,13.7,23.3,62.6
3.46,1.47,19.6,73,28.6,52.3,118,1670,8.82,16.4,7.7
67.9,14.9,80.6,237,61,37.5,66.7,2666,15.3,39.6,12.4
117,78.4,18.4,57.8,16.4,7.64,28.9,638,1.64,13.2,3.82
36.5,19.1,23.3,279,101,13.6,22.9,279,37.2,36.5,14.9
39.6,13.2,14.1,292,54.2,1,3.31,31.9,18.4,14.5,11.9
64.4,35.2,21.5,17.6,1.49,25.5,34.3,325,24.1,37.5,14.1
72.3,48.3,12.9,33.4,45.3,2.86,18.1,1000,44.9,71.7,17.2
36.5,17.9,10.1,92.2,26.7,35.9,53.3,322,34.6,49.6,11.2
61,40.7,8.51,142,25.5,22.9,40.3,255,5.83,1.91,10.6
50,27.1,18.8,81.3,41,11.3,31.1,562,22.9,21.3,1
20.9,8.2,7.91,178,34,10.6,21.3,843,13.1,19.5,14.3
74.3,17.8,13.1,21.9,24.6,6.85,21.3,661,10.9,15.1,2.69
27.4,24.1,23.9,8.74,30.5,9.47,23.5,661,3.25,7.64,5.78
28.6,17.5,18.4,160,24.8,16.5,40.7,1065,26.2,26.9,8.51
133,52.8,13.3,93.1,9.39,12.4,37.5,1310,26.4,40.7,13
102,32.5,7.64,246,59.4,29.2,44.5,319,15.3,14.2,10.4
61,31.1,15.8,145,41.8,27.9,45.7,359,14.6,13.9,5.78
30,23.7,3.34,86.6,14.1,29.4,44.1,343,30.2,21.9,15.4
80.6,36.8,1,453,67.9,12.1,33.7,552,17.2,16.5,4.33
73.7,30,21.1,262,87.4,31.9,52.8,286,18.9,17.2,4.29
29.4,16.7,17.3,129,28.4,4.7,31.6,316,12.4,34.9,19.6
93.9,44.5,12.9,217,25.9,18.3,39.2,418,20.9,25.3,7.57
41,17.5,14.2,202,36.2,54.7,89.8,1540,21.1,33.4,7.57
93.9,45.3,21.3,25.3,28.6,12.6,31.1,478,6.73,20.4,1.6
6.73,20,52.3,311,151,11.2,23.5,547,17.8,26.4,5.19
73.7,25.3,5.19,178,35.2,8.06,39.2,1075,23.5,40,13.5
56.2,27.4,6.15,225,71.7,15.5,24.4,349,14.1,20.5,11.9
105,105,11.4,142,45.7,15.5,35.2,649,2.79,1.01,3.28
115,39.2,15.1,44.9,46.1,46.1,91.4,1055,25.3,32.8,17.3
120,107,7.43,158,54.7,20,32.5,279,29.7,46.6,11.5
22.3,34.6,5.28,334,32.2,73,173,1346,23.5,56.7,173
112,28.1,14.3,123,20,3.16,18.4,1134,16.3,37.5,27.1
30.5,48.3,5.83,167,18.3,16,24.4,418,32.2,42.6,16.8
25.5,1.25,15,229,59.9,14.5,25.3,269,27.4,35.9,27.6
31.6,16.7,14.1,37.2,3.92,11.8,30,400,25.7,31.9,19.8
43.7,21.5,5.28,302,28.6,36.2,88.2,1963,18.8,25.7,10.1
3.37,11.7,20.9,58.3,46.1,26.9,42.6,400,1.7,5.47,2.76
30,9.31,28.6,131,56.7,41.4,89.8,2308,18.8,27.9,5.78
50.9,30.2,3.85,9.39,26.7,11.7,34.3,359,29.2,41,5.38
36.8,24.4,8.28,20,34.6,3.89,12.4,313,2.21,1.15,4.33
21.5,6.67,9.22,126,20.4,42.6,63.8,276,29.2,35.5,8.58
29.4,29.7,17,319,54.7,33.1,45.3,382,18.3,18.6,8.13
30.5,48.3,5.83,167,18.3,16,24.4,418,32.2,42.6,16.8
55.2,51.4,18.1,82.8,20.4,10.6,21.3,828,8.58,26.4,6.44
53.8,20.7,59.4,337,223,13.2,31.1,533,29.7,40.7,12.1
75.7,34.3,22.1,186,92.2,40.3,95.6,965,16.5,20,8.58
85.1,27.9,1.36,158,6.67,16.4,34,410,44.9,75.7,26.9
110,35.2,46.1,147,44.9,3.92,20.9,698,20.7,33.7,9.31
42.9,20.4,5.78,213,24.4,110,316,1843,10.7,19.8,9.56
75.7,18.9,11.4,161,36.2,16,30,133,21.5,22.1,13.3
107,54.2,22.3,104,1,11.5,18.3,523,21.5,24.4,8.74
51.9,23.9,2.76,271,40.3,25.3,28.9,211,22.3,32.8,6.55
29.7,20.7,8.06,213,37.9,23.9,49.1,244,48.3,67.9,21.5
34,10.8,4.18,35.2,4.96,32.2,46.1,343,3.11,1.07,5.67
32.5,25.7,12.9,308,72.3,33.4,75.7,1486,7.99,17.9,130
29.4,16.1,24.4,500,147,24.1,43.7,325,30.2,39.2,18.3
25.3,28.4,10.8,87.4,41.8,8.9,18.8,414,15,25.5,4.37
25.3,40,4.14,155,27.6,12.4,19.8,710,8.9,18.4,9.31
69.8,23.7,14.2,41,44.9,9.06,29.7,1877,29.2,28.9,4.66
88.2,54.7,7.43,129,41,22.9,43.3,279,32.5,33.7,8.9
42.6,24.1,5.28,42.6,11.5,83.5,213,1928,23.9,30.2,7.3
50.9,20.7,7.91,143,18.4,36.8,83.5,1018,44.9,65.5,24.6
102,32.5,7.64,246,59.4,29.2,44.5,319,15.3,14.2,10.4
55.2,22.3,10.1,150,28.6,6.38,15.1,422,14.6,18.6,1.84
56.7,33.7,39.2,135,59.9,17.8,25.3,365,24.6,28.9,8.06
71.7,19.5,45.7,474,108,38.2,149,1459,26.9,41.4,9.47
71.7,50.9,48.7,93.1,55.7,9.91,28.4,505,12.2,11,1.86
34.3,16.8,3.89,176,40.7,37.9,73,379,61.5,88.2,7.7
115,37.9,21.5,68.5,25.3,17,38.2,276,21.1,31.1,5.78
7.57,4.91,2.64,372,19.1,15.5,34.3,227,21.5,23.9,10.2
35.9,13.5,6.21,519,76.4,12.3,49.6,2227,29.2,39.6,15.4
52.3,37.2,2.81,292,36.2,15.7,59.4,1700,21.5,25.3,9.82
9.91,25.5,8.58,109,33.7,16.5,25.3,509,22.5,36.8,15.8
105,58.3,7.84,175,55.7,7.91,13.7,453,23.1,26.9,15.1
84.3,23.1,6.1,227,40.7,75,114,2072,7.7,19.1,10.8
50.5,13.6,10.6,114,19.8,18.1,28.4,407,1,5.83,1.78
23.7,23.9,5.73,135,17.3,19.3,163,2091,20.7,23.7,11.4
28.4,20.4,25.3,51.9,24.8,4.96,16.3,922,23.5,42.6,11.9
29.4,16.1,24.4,500,147,24.1,43.7,325,30.2,39.2,18.3
30.8,12.3,30.2,157,63.8,18.8,36.5,255,15.3,25.9,1.43
17.9,25.3,12.1,64.4,25.3,13.3,26.9,422,12.6,27.4,4.78
68.5,34.6,10.7,207,52.8,13.8,22.9,313,17.6,12.4,9.47
80.6,31.3,18.8,110,37.9,26.2,48.7,289,15.5,37.2,11.7
79.9,31.9,8.66,211,11.4,28.4,40.3,257,23.7,40.3,10.4
47.8,17.9,16.7,149,43.7,27.6,46.6,914,18.3,17,5.62
115,37.9,21.5,68.5,25.3,17,38.2,276,21.1,31.1,5.78
92.2,47,18.9,123,20.5,1.21,1.01,13.3,18.6,27.9,1.36
31.6,20.7,4.91,274,34.6,20.2,66.1,3820,23.9,23.3,6.26
12,21.3,20.2,81.3,17.2,10.1,24.8,461,27.1,39.2,9.22
14.7,17,18.3,21.3,27.9,44.9,56.2,325,24.8,26.7,10.5
18.4,10.6,9.56,86.6,22.1,34,42.9,311,22.9,25,6.21
28.9,21.5,40.3,368,111,22.1,34.6,372,20.4,29.2,6.04
49.1,9.91,1.57,422,15.4,18.4,30.5,478,33.1,61,7.43
69.8,22.3,15.8,35.2,9.56,9.56,31.6,965,14.6,28.4,8.98
35.2,19.1,13.3,204,20,7.77,10.6,466,5.78,16,6.79
63.2,36.2,13,209,23.7,6.85,16.5,947,31.1,40.3,14.2
51.9,16.8,9.39,188,26.9,4.91,10.5,259,5.33,1,10
37.9,19.6,17.2,91.4,25.9,31.1,44.9,562,3.02,18.3,15.1
35.2,15.3,3.59,179,40.3,12.4,32.8,547,18.1,26.4,18.8
95.6,49.1,14.1,259,50,54.7,113,1486,29.4,49.6,9.73
30.5,15.7,15.7,141,27.6,15.5,20.4,343,5.78,18.4,10.8
20.2,17.8,9.06,178,36.5,11.7,29.4,673,1,10.7,10
55.7,24.8,7.57,496,55.7,16.4,42.2,441,21.1,36.8,8.82
49.6,23.7,5.99,20.5,27.9,11.4,14.1,382,15.3,29.7,7.1
25.9,30.2,1.75,392,21.1,10.3,23.1,372,25.5,17,9.73
72.3,41.4,7.3,37.5,4.22,6.32,25.5,1811,1,6.73,8.43
14.3,22.1,13.5,93.1,41.8,15.5,20.4,244,17.5,30,13.9
120,41,1,81.3,13.6,22.9,38.5,271,21.9,23.1,7.84
57.8,32.5,14.6,108,28.9,13.7,38.5,352,18.6,17.6,13.1
13.1,17.2,4.78,19.1,64.4,10.8,18.3,375,15.5,26.4,2.71
54.7,46.6,16.3,167,33.7,16.7,27.4,483,46.1,62.6,9.56
19.5,13.8,7.17,22.3,37.5,12.2,34.9,644,19.3,32.5,12.4
45.3,27.9,26.4,136,51.4,8.58,21.7,457,29.2,41.4,13.1
154,136,17.2,42.6,78.4,4.29,23.5,1000,17.3,12.4,5.88
70.4,25.5,12.9,48.3,11.2,18.3,40.7,362,16.3,20.2,4.53
98.2,36.8,1.81,28.9,16.7,24.8,42.6,362,17.2,32.2,13
11.3,6.21,14.2,23.7,12.5,26.7,36.8,340,17.3,41.8,44.1
126,142,19.1,163,15.1,26.9,38.9,583,1.72,13.1,12.3
2.55,12.4,5.52,122,42.9,18.9,42.2,965,2.81,17.9,74.3
28.9,29.4,7.64,193,54.2,21.7,27.9,426,20.7,30.5,9.14
61,31.1,15.8,145,41.8,27.9,45.7,359,14.6,13.9,5.78
22.9,15.8,12.9,119,34.3,109,221,1027,10.6,13,6.73
20,23.1,14.5,179,34.6,11.3,30.2,276,10.4,11.5,4.07
11.7,8.74,13,14.3,45.7,31.1,56.7,1065,1.6,13.2,4.7
50.9,24.1,2.5,202,30.5,6.1,11.8,1275,1,1.63,1.02
30.5,27.9,24.6,34.9,13.6,12.7,67.9,123,12.2,15.1,9.47
62.6,18.4,9.91,202,36.5,392,547,764,27.9,47,15.3
33.4,24.6,12.1,164,34.9,47.8,85.8,2329,23.7,43.7,26.2
8.66,15.5,14.5,41.8,20.5,21.9,40,211,29.2,34.9,20.4
26.7,18.9,2.53,21.1,22.1,8.43,15.4,349,18.8,23.3,9.22
71.7,19.5,45.7,474,108,38.2,149,1459,26.9,41.4,9.47
25.9,30.2,1.75,392,21.1,10.3,23.1,372,25.5,17,9.73
11.7,8.74,13,14.3,45.7,31.1,56.7,1065,1.6,13.2,4.7
23.7,23.9,5.73,135,17.3,19.3,163,2091,20.7,23.7,11.4
11,14.7,19.1,53.8,32.8,16,18.9,542,20.4,17.8,24.6
110,35.2,46.1,147,44.9,3.92,20.9,698,20.7,33.7,9.31
181,93.9,7.1,22.1,66.7,45.3,64.4,906,8.58,11.1,3.85
106,39.2,17.9,101,38.2,49.6,93.1,1420,15.5,31.6,11.9
20.2,17.8,9.06,178,36.5,11.7,29.4,673,1,10.7,10
23.9,29.7,12.3,95.6,18.8,6.38,18.4,259,16,31.1,14.1
109,38.2,4.1,198,25.3,6.32,8.66,791,31.9,37.5,4.29
55.2,10.8,4.18,45.3,21.3,30.2,58.8,470,11.2,8.06,13.2
211,88.2,11.9,157,24.4,45.7,94.7,1715,14.1,7.5,13.6
69.2,19.3,9.47,289,25.7,10.5,15.8,414,18.1,16.4,13.2
28.6,17.5,18.4,160,24.8,16.5,40.7,1065,26.2,26.9,8.51
17.5,29.4,6.32,113,12.7,10.4,23.1,400,10.5,21.9,2.25
93.9,30.2,9.56,322,48.3,14.5,24.4,931,1.18,5.78,9.14
14.7,18.6,63.2,193,54.7,34,64.4,661,25.3,40.7,1.31
48.7,19.5,22.3,121,43.3,110,328,1114,25.5,22.5,19.6
28.4,20.4,25.3,51.9,24.8,4.96,16.3,922,23.5,42.6,11.9
43.7,26.7,31.9,66.1,18.9,18.6,31.9,382,12.4,19.3,10.9
22.9,17.9,10.2,85.8,53.8,52.8,86.6,813,10.8,10.1,2.33
27.6,21.1,14.5,118,40.3,132,207,594,41,48.7,5.99
52.8,14.6,13.5,149,45.3,15.5,25.5,385,21.9,22.5,15.3
49.6,11.1,11,161,58.3,20.9,52.3,866,25,41.8,8.06
151,44.5,41.8,63.2,75,16,24.6,403,31.3,29.2,25.5
10.1,22.3,16.7,27.1,35.5,10.6,41.8,567,28.1,47.4,8.06
31.9,26.9,63.8,308,138,4.1,22.5,274,34.3,66.1,46.1
31.3,32.8,13.9,188,36.5,8.66,26.2,750,18.3,33.7,8.74
109,38.2,4.1,198,25.3,6.32,8.66,791,31.9,37.5,4.29
34,24.1,10.3,173,41,10.2,23.1,385,22.5,28.4,10.5
37.5,11.8,38.2,365,79.9,5.19,22.5,906,26.4,36.8,8.28
15.7,29.7,11.4,92.2,50.5,4.74,13.3,710,1,1,5.33
115,36.8,1,433,38.5,6.1,23.1,528,16.5,30,6.98
52.8,21.3,12.4,86.6,35.2,14.1,25.7,717,5.09,7.77,4.37
42.6,23.3,11.2,137,11.2,17,34.9,505,12.2,20.7,7.04
80.6,34,11.1,737,73,38.2,66.7,340,4.29,6.32,22.5
66.7,23.7,14.5,186,44.1,20,37.2,437,20.5,31.3,6.92
