praf,pmek,plcg,PIP2,PIP3,p44.42,pakts473,PKA,PKC,P38,pjnk,INT
2,2,1,1,1,2,2,2,2,1,1,4
1,2,3,1,1,1,1,1,1,1,3,4
1,2,2,1,1,2,2,3,2,2,1,4
1,2,2,1,1,2,1,1,1,2,3,4
2,2,2,1,1,2,1,1,2,2,1,4
2,2,3,1,3,2,2,1,2,2,1,4
2,2,2,1,3,2,1,2,2,1,1,4
2,2,2,1,1,1,1,2,1,1,1,4
3,3,3,1,1,3,2,1,3,3,1,4
1,2,2,1,1,3,3,2,2,2,1,4
1,2,1,1,1,2,1,1,2,1,1,4
1,2,2,1,1,2,3,2,3,3,2,4
1,2,3,1,1,3,3,2,2,2,1,4
1,1,1,1,1,2,1,1,2,2,1,4
1,2,1,1,1,2,2,3,3,2,1,4
2,2,2,1,1,2,1,1,2,2,1,4
1,2,2,1,1,2,1,1,2,2,1,4
2,2,2,1,1,3,3,2,2,2,1,4
2,2,2,1,1,2,2,1,1,1,1,4
1,2,1,3,3,2,1,2,2,2,3,4
1,2,2,1,1,2,1,1,1,1,2,4
