"praf","pmek","plcg","pip2","pip3","p44.42","pakts473","pka","pkc","p38","pjnk"
328,466,14.7,39.6,49.6,6.61,60.4,165,2.31,48.3,15.5
137,233,30,83.5,70.4,3.92,48.7,157,2.27,28.4,3.79
154,189,5.47,26.4,20.9,12.4,109,1433,2.15,53.8,11
141,193,45.7,54.7,21.9,17.8,137,2436,1,23.7,4.66
106,142,11,60.4,19.5,1.09,133,362,3.89,37.9,5.94
777,1241,7.5,84.3,13.8,13.3,69.8,1843,6.15,21.9,7.91
142,205,1.27,13.1,32.8,1.29,70.4,127,1.41,31.6,12.3
147,219,12.7,40,17.3,5.09,49.6,233,1,35.5,7.1
10.6,45.7,9.82,85.1,13.2,2.09,73.7,906,1.95,20.7,2.13
237,382,19.8,16.1,16.7,24.8,79.1,874,35.2,153,57.3
155,227,34,49.6,7.3,2.74,36.2,147,2.48,24.6,2.64
337,509,15,106,30.5,2.04,149,389,2.35,23.7,13.8
170,231,41.4,108,29.7,3.85,75.7,225,1.21,24.6,3.96
122,65.5,16.5,17.5,9.47,1.33,118,284,1.38,37.2,8.13
225,340,13.8,56.7,36.8,2.13,58.3,255,2.04,29.4,1.95
1395,2110,23.3,33.4,5.57,2.48,19.8,103,6.92,48.3,25.7
170,286,19.3,3.02,21.3,2.09,25.7,54.7,1.31,30,16.3
62.6,69.2,14.7,28.6,23.7,1.22,66.7,73,4.78,35.2,11.4
98.2,168,24.8,55.2,9.06,7.7,54.7,1370,1.73,40.3,5.09
131,184,10.6,10.8,1.63,2.79,34,111,2.33,17,2.46
528,784,10.5,26.4,21.5,1,28.4,82,18.4,38.5,10.5
2288,3429,35.2,42.6,18.9,1.43,30.5,1094,2.31,30,6.73
42.2,45.3,16.3,98.2,36.8,21.5,114,2864,1,18.9,7.64
99.1,158,20,18.3,3.55,39.6,133,4614,1,13.2,1
154,165,9.65,183,36.2,3.4,111,316,49.1,90.6,42.2
262,368,4.33,17.8,62.1,1,34.6,142,1,17.9,3.08
142,205,1.27,13.1,32.8,1.29,70.4,127,1.41,31.6,12.3
77,114,14.1,27.1,15.7,3.16,50,2503,1.75,17.2,1
523,813,16.1,5.83,27.4,1.43,149,346,7.5,61.5,21.7
143,229,14.5,25,20,2.29,30.2,61.5,3.55,16.7,10.5
615,939,11.4,63.8,14.9,21.9,67.3,1433,1,20.2,17
1155,1700,5.57,155,13.9,4.22,52.8,1655,2.37,16,5.42
1275,1811,15.1,19.1,14.2,16.5,121,1104,1.5,54.7,11
153,231,13.7,20.7,31.6,2.25,76.4,274,1.13,19.5,3.4
319,414,13.7,1,14.9,1,163,276,1,21.9,10.3
59.4,77,10.5,16,26.2,2.67,15.7,55.2,1.91,40.3,8.51
4.45,11.7,7.84,13.2,33.7,1.11,32.2,12.7,1.55,61,14.3
253,355,7.3,20.4,15.7,1,15,28.4,6.98,48.3,259
225,294,13.2,23.5,6.79,4.07,155,519,2.11,16.3,1.01
143,281,19.5,34.6,8.82,1.86,196,368,1.98,66.7,9.06
223,302,27.1,170,37.5,2.5,63.2,130,1,28.9,7.04
337,500,7.99,104,12.3,1.61,47.4,92.2,1,21.5,4.57
4.45,11.7,7.84,13.2,33.7,1.11,32.2,12.7,1.55,61,14.3
130,155,41,67.9,18.1,7.99,33.7,111,2.11,15.7,3.96
246,340,18.9,24.6,10.8,3.82,33.1,105,35.9,89.8,41
1065,1526,117,281,93.9,3.16,22.5,110,45.7,74.3,21.1
170,239,6.92,67.3,11,16,63.2,1486,57.3,139,33.7
359,542,26.2,48.3,8.06,4.14,51.4,1540,1.19,31.6,7.43
50.9,61,41,109,15,2.25,56.7,1596,37.2,54.2,28.4
106,142,11,60.4,19.5,1.09,133,362,3.89,37.9,5.94
227,322,20.4,11.5,10.9,3.22,49.1,131,1,15.7,9.22
359,470,9.31,168,31.1,1,13.6,87.4,1,18.8,8.06
168,257,22.1,90.6,37.5,1,56.7,75,1.98,28.4,1.06
1230,1762,9.73,89.8,17.9,2.59,40.7,78.4,1,35.9,8.43
1219,1827,64.4,98.2,10.5,1,26.7,85.1,1.27,22.9,20.7
1018,1420,11.8,23.5,5.05,5,179,542,1.05,22.5,13
193,267,17.6,88.2,64.4,1,12.3,145,1.07,14.7,2.13
63.2,62.1,17.5,12.7,8.43,2.53,9.82,62.6,3.55,12.4,7.3
231,337,50,65.5,36.5,1,63.8,65.5,4.53,12.3,4.96
1433,2072,14.6,29.4,13.8,2.71,44.1,102,4.53,34,8.51
453,573,12.3,129,44.1,7.99,143,441,5.73,46.1,14.5
170,286,19.3,3.02,21.3,2.09,25.7,54.7,1.31,30,16.3
71.7,115,25,36.8,10.5,3.08,71.7,259,1,15.5,7.7
1685,2393,17.2,110,34,1.75,55.7,137,2.09,40,8.66
89,131,7.43,90.6,7.7,1,31.9,15.1,8.35,31.9,13.9
188,235,13.8,19.1,13.8,2.84,79.1,337,3.68,16.1,7.77
1472,2110,15.3,2.37,9.56,1.61,18.3,60.4,1.73,42.9,69.2
297,505,19.6,52.3,32.2,44.5,109,1370,2.92,24.4,8.58
813,1208,14.2,72.3,27.6,3.34,75.7,233,2.46,11.5,5.33
223,313,15.4,77,29.4,3.65,70.4,1762,1.54,17.5,5.38
365,533,2.23,6.04,26.9,1,23.5,82,6.61,43.7,9.47
466,777,16.5,18.8,10.6,1.08,64.4,163,16.4,51.9,30.2
533,843,10.2,147,31.9,4.29,84.3,198,2.5,20.5,5.42
638,956,18.9,50.5,46.6,9.91,93.1,1382,1.35,33.1,16.1
42.2,45.3,16.3,98.2,36.8,21.5,114,2864,1,18.9,7.64
183,271,6.15,215,19.1,1,22.1,3.65,26.7,69.8,92.2
300,400,29.2,389,173,1,64.9,248,2.23,21.5,7.64
132,198,3.05,22.7,56.7,2.29,72.3,215,23.1,80.6,42.2
71.7,114,1.65,2.94,22.1,3.68,79.1,178,2.02,7.1,5
86.6,74.3,8.43,136,16.3,24.1,72.3,1027,1,26.2,5.28
183,225,38.9,100,69.8,1,56.2,109,1.57,28.1,6.44
1230,1700,12.9,142,43.7,2.84,33.7,79.1,10.3,38.5,25.7
1055,1512,4.83,8.98,20.5,5.14,69.8,1407,1,36.5,10
661,991,54.2,101,20,3.11,34.3,183,3.68,23.1,8.74
1526,2227,30,52.8,70.4,18.6,46.1,1176,21.7,72.3,42.2
308,514,13.7,59.9,6.85,4.74,67.9,292,9.91,101,172
750,1144,12.6,14.5,11.4,12.4,47.4,939,11,20.7,8.66
385,610,44.1,65.5,28.9,2.13,27.1,61,1.04,27.1,10.9
1009,1420,21.1,26.7,53.3,6.49,67.3,346,1,31.6,1.79
1230,1843,12.2,15,15.8,1,23.7,126,1.81,21.5,6.21
137,183,7.99,4.03,10.1,1.24,12.2,85.1,3.08,21.3,76.4
305,478,25.9,34,4.41,1.43,35.2,54.7,1,34.9,10.6
158,259,9.47,32.2,19.5,3.62,52.3,1075,1,69.8,5.38
111,143,8.35,16.1,39.6,10.2,58.8,1963,82.8,112,25.9
302,461,8.06,14.5,1,1,41.8,124,1.73,9.82,2.44
1928,2788,8.58,131,46.1,1,22.9,78.4,1.88,38.9,2.17
59.4,99.1,20.7,41,12.4,17.9,93.9,573,1.98,53.8,10.5
59.9,73.7,16.5,478,158,3.65,41,221,1,20.9,7.1
248,389,10.2,82.8,33.4,11.9,69.8,1827,1.15,45.7,15.1
382,496,16,50,25.3,4.29,80.6,233,1,10.5,2.15
47.4,59.9,38.9,375,57.8,2.48,67.3,178,3.89,26.7,10.9
1165,1685,12.6,16.5,3.02,3.13,84.3,349,1,29.4,15.5
215,305,4.1,4.7,10.6,2.11,19.1,41.4,3.52,38.2,6.04
119,157,13.5,121,40.3,2.69,48.7,172,12.2,29.2,38.5
168,233,16.1,61,28.6,1.76,35.5,131,14.5,45.3,22.7
153,225,14.5,12.5,11.5,1,31.1,30.5,1,26.7,5.94
193,136,9.91,198,35.2,3.59,47,204,2.59,33.7,5.62
478,723,18.4,21.3,1,12.4,91.4,2503,1.73,39.6,12.5
866,1208,17.3,31.9,32.5,2.09,18.6,692,1,23.5,3.52
418,626,9.22,71,28.1,1.88,108,276,1,8.9,13.9
297,437,7.7,18.4,17.6,23.7,77.7,973,1,44.9,12.7
922,1382,13.3,17.3,8.43,3.34,50.5,160,1,59.9,5.42
382,615,20.9,16.8,1,1.33,20,61.5,1.45,13,4.57
365,533,16.1,50.5,23.7,3.89,70.4,186,1,10,3.08
557,843,13.6,87.4,35.5,1,64.9,82,1,9.47,4.78
130,184,16.4,46.1,23.7,1.55,59.9,89.8,1,36.8,14.2
167,289,17,33.1,13.2,4.57,141,325,12.2,32.2,112
262,365,12.2,30,37.2,87.4,223,3429,1,17,6.79
43.7,55.7,18.3,96.5,27.6,1,42.6,69.2,14.3,42.9,23.5
1395,2110,23.3,33.4,5.57,2.48,19.8,103,6.92,48.3,25.7
1395,2110,23.3,33.4,5.57,2.48,19.8,103,6.92,48.3,25.7
164,244,13.9,14.6,1,1.83,71.7,150,2.76,26.9,5.14
250,372,19.8,248,79.9,4.78,151,328,2.71,9.56,10
355,523,14.1,25.9,16.5,2.09,93.9,294,5.67,30.2,6.15
457,685,6.55,34.9,25.7,1.23,108,223,1,25.5,81.3
106,113,12.3,71,40,1,25.5,46.1,1,15.1,5.42
175,264,12.6,17.2,18.4,2.21,39.6,866,1,31.3,1
292,457,43.7,334,92.2,2.94,69.2,227,1.3,13.9,4.07
244,352,8.43,108,25,2.02,59.4,213,1.86,21.1,2.84
50,56.7,16.7,13.3,6.73,1,15.5,68.5,2.5,14.2,7.37
1526,2227,30,52.8,70.4,18.6,46.1,1176,21.7,72.3,42.2
198,294,22.5,8.98,10.2,2.27,99.1,956,2.5,25.5,12.3
59.9,73.7,16.5,478,158,3.65,41,221,1,20.9,7.1
246,343,10.8,117,40.7,3.72,96.5,233,1.57,12.4,9.65
39.2,43.3,72.3,147,21.3,24.6,112,542,2.55,9.73,9.82
246,343,10.8,117,40.7,3.72,96.5,233,1.57,12.4,9.65
246,422,16.1,14.1,2.04,4.96,49.1,202,1.78,48.7,5.99
130,155,41,67.9,18.1,7.99,33.7,111,2.11,15.7,3.96
117,157,8.2,16.4,28.1,15,101,355,2.59,44.1,9.91
50.9,61,41,109,15,2.25,56.7,1596,37.2,54.2,28.4
188,255,41.4,85.8,23.7,1.42,26.4,75,1,19.3,9.39
241,375,18.9,17.5,6.38,1.04,109,217,11.9,31.9,8.74
426,661,4.78,20.5,46.6,5.42,123,241,8.66,31.9,2.25
131,184,10.6,10.8,1.63,2.79,34,111,2.33,17,2.46
215,337,44.1,109,87.4,3.89,25.5,1778,1,11.7,1
139,189,2.5,457,32.2,1.6,105,403,1.7,32.2,9.91
64.9,99.1,34.9,43.3,69.8,5.67,138,410,4.61,12.7,1.64
368,547,31.1,37.9,5.78,1.84,48.3,1134,3.59,35.5,5.83
737,1084,17.9,42.2,15.1,1.36,56.7,172,1.91,22.9,96.5
496,770,12.6,14.3,9.22,2.37,27.6,45.3,11.8,34.9,19.3
32.5,37.2,46.1,1055,352,1.75,56.7,164,15,41.4,10
62.1,71.7,12.9,85.1,26.4,1.84,43.3,61,1.61,29.7,13.7
1999,2738,12,19.6,18.4,1,61,88.2,8.51,26.7,143
17.3,28.6,11.4,55.7,20.9,1.73,48.7,262,3.08,20,4.53
246,422,16.1,14.1,2.04,4.96,49.1,202,1.78,48.7,5.99
131,184,10.6,10.8,1.63,2.79,34,111,2.33,17,2.46
135,241,11.4,48.7,14.5,6.67,205,704,1.03,11.4,1
141,193,45.7,54.7,21.9,17.8,137,2436,1,23.7,4.66
359,542,23.1,81.3,25.3,1,45.3,131,5.19,56.2,90.6
231,352,14.1,21.7,7.64,1,115,229,2.13,19.5,15.8
193,267,17.6,88.2,64.4,1,12.3,145,1.07,14.7,2.13
375,588,13.6,18.4,16.1,1.15,77,198,18.9,57.8,19.1
106,142,11,60.4,19.5,1.09,133,362,3.89,37.9,5.94
150,239,9.47,89.8,20.2,36.2,147,2690,1.78,27.4,12.9
244,343,63.2,160,37.5,1.17,75,189,1,15.5,7.3
146,191,22.9,24.8,9.73,20.2,64.9,1114,1,28.4,17.8
368,538,19.3,40.7,14.2,3.08,62.1,1554,1,19.1,7.43
1395,2110,23.3,33.4,5.57,2.48,19.8,103,6.92,48.3,25.7
147,176,11.2,34.9,36.8,6.21,54.2,1459,16.3,55.7,32.2
491,750,21.3,15.3,9.65,5.14,117,407,3.46,47,5.14
32.5,37.2,46.1,1055,352,1.75,56.7,164,15,41.4,10
103,176,29.4,66.7,78.4,1.67,20.5,66.7,1.5,48.7,5
1446,2091,26.7,37.2,9.47,2.33,79.1,211,14.3,42.9,30
1219,1827,64.4,98.2,10.5,1,26.7,85.1,1.27,22.9,20.7
491,704,12.1,83.5,26.2,26.4,246,8896,1,16.7,8.82
1155,1747,15.5,154,27.4,2.33,75.7,248,4.07,29.7,8.9
300,449,22.7,25.9,5.73,11.3,67.9,1407,4.22,48.3,12
626,1027,11.1,27.4,5.28,1.64,50,69.2,1.12,10.2,8.98
478,770,15.4,85.8,22.1,1.47,84.3,328,1.08,22.1,4.96
160,255,36.8,83.5,24.8,4.1,30.8,191,2.21,27.4,7.77
64.4,79.1,21.1,33.4,5.67,2.35,47.4,71,4.96,17.8,9.14
142,205,1.27,13.1,32.8,1.29,70.4,127,1.41,31.6,12.3
365,533,2.23,6.04,26.9,1,23.5,82,6.61,43.7,9.47
461,784,20.2,24.1,7.43,1.1,20.2,87.4,1.64,19.1,2.53
23.9,32.5,15.4,4.03,23.3,5.14,49.6,1877,3.59,57.3,6.79
173,274,8.58,50,30.8,1.25,23.1,48.3,24.1,76.4,22.3
168,257,22.1,90.6,37.5,1,56.7,75,1.98,28.4,1.06
181,213,11.9,53.3,10.6,1.23,145,325,1.7,19.8,8.28
257,410,6.98,21.5,48.3,1,38.5,54.7,20.2,52.3,27.1
441,673,13.2,14.9,13.8,23.9,53.3,991,9.56,32.8,145
286,375,17.8,33.4,10.1,7.7,59.4,355,11.9,44.9,13.9
213,311,7.99,39.6,49.6,3.79,205,466,1.47,22.7,1
115,173,35.9,509,62.1,1.63,18.6,73.7,2.25,41.8,8.58
74.3,141,81.3,179,34.3,1,40.3,136,2.31,37.5,7.37
93.1,138,9.31,362,89.8,4.57,62.6,191,2.89,34,9.39
217,305,11.8,45.3,65.5,9.22,130,449,6.79,47.4,7.7
211,286,19.3,27.4,2.62,1,33.7,146,1.51,48.3,12.5
215,305,4.1,4.7,10.6,2.11,19.1,41.4,3.52,38.2,6.04
88.2,91.4,14.1,13.3,8.9,8.98,97.3,1018,1,18.4,1.83
866,1208,17.3,31.9,32.5,2.09,18.6,692,1,23.5,3.52
170,215,17.2,24.8,8.58,5.14,121,349,6.15,14.7,8.9
308,466,5.14,2.92,10.6,3,42.2,241,2.27,16.3,12.3
213,311,4.33,196,82,3.46,35.5,124,1.19,12.6,2.02
165,246,13.6,8.06,15.8,1,28.4,136,1,24.4,4.18
262,365,12.2,30,37.2,87.4,223,3429,1,17,6.79
389,426,36.8,119,23.1,1,36.8,87.4,12,43.7,20.9
437,621,39.2,61,7.91,1,52.8,51.9,1.98,13.9,6.26
271,426,13.1,67.3,26.7,2.79,45.7,165,1.75,15.5,4.14
429,667,4.07,15.4,25.7,1,47,87.4,2.79,31.1,49.1
213,311,4.33,196,82,3.46,35.5,124,1.19,12.6,2.02
340,500,24.8,85.1,39.2,2.35,25,16,9.31,50.5,24.4
322,500,15.5,23.5,9.06,1.83,38.2,36.8,1,23.7,9.65
914,1298,11.1,46.6,10.9,4.14,38.9,149,1.76,30.8,6.21
231,325,13.8,51.9,22.3,2.74,51.9,129,3.11,23.5,6.61
305,478,25.9,34,4.41,1.43,35.2,54.7,1,34.9,10.6
337,500,7.99,104,12.3,1.61,47.4,92.2,1,21.5,4.57
538,874,11,39.6,17.6,2.86,129,248,2.57,46.1,14.5
365,533,16.1,50.5,23.7,3.89,70.4,186,1,10,3.08
223,302,27.1,170,37.5,2.5,63.2,130,1,28.9,7.04
375,588,13.6,18.4,16.1,1.15,77,198,18.9,57.8,19.1
241,375,18.9,17.5,6.38,1.04,109,217,11.9,31.9,8.74
170,207,3.19,13.2,28.4,2.29,100,276,3.68,32.2,8.2
25.7,113,9.82,20.2,33.7,4.1,113,385,18.3,56.7,67.3
