"praf","pmek","plcg","pip2","pip3","p44.42","pakts473","pka","pkc","p38","pjnk"
61.5,37.2,158,557,110,2.64,12.9,461,12.1,26.7,27.6
30.5,21.7,16,255,6.73,8.51,21.7,414,49.6,97.3,193
44.1,18.4,23.5,22.7,6.61,22.9,36.8,496,16,34,14.5
54.7,29.2,17.9,51.9,23.1,23.9,40.3,730,10,22.9,20
112,83.5,21.3,23.3,9.31,33.7,51.4,835,7.91,23.7,18.4
44.5,28.1,7.57,146,19.6,15.5,29.4,567,5.28,26.7,17.5
176,91.4,15.7,149,12.3,45.7,72.3,1827,6.15,13.1,3.89
36.5,22.3,17.5,142,9.06,16.1,22.1,661,6.55,27.6,20.2
37.5,28.1,13.9,34,3.92,11.3,21.9,1155,9.31,20.7,24.1
115,98.2,20.5,15.4,10.4,23.5,63.8,3652,11.8,22.5,18.4
28.1,16.7,35.2,49.1,18.3,23.7,36.8,514,10.3,38.5,60.4
69.8,51.9,13.3,86.6,20.5,15,17.3,583,8.43,13,21.3
126,83.5,21.3,24.1,10.6,75,165,3619,14.5,38.5,7.3
121,79.9,29.7,23.9,14.5,25.7,32.5,673,9.65,15.4,33.1
31.9,33.4,64.9,474,77,40.3,46.6,1176,9.22,15.5,12.6
15,7.04,18.9,237,23.3,244,474,5523,14.3,27.6,58.3
33.4,21.5,23.7,32.2,4.57,11.7,34.6,359,14.1,26.9,34.6
42.6,25.5,20.2,17.5,10.1,7.17,20.9,474,11.4,24.6,23.9
91.4,53.8,17.5,18.8,5.57,13,22.3,496,12.9,27.9,4.14
30.8,21.3,15.4,111,20.4,12.5,34.3,466,24.1,48.7,110
104,105,27.1,379,65.5,15,26.4,638,12.5,19.6,15.8
30.5,32.8,10.2,136,5.94,30.5,55.7,791,14.1,20.5,48.7
40.7,22.1,35.5,200,42.9,7.17,11,533,13.7,28.4,27.6
37.9,29.4,27.4,24.1,1.33,15.4,31.1,547,7.64,9.56,20.7
30.8,21.3,15.4,111,20.4,12.5,34.3,466,24.1,48.7,110
57.8,37.2,5.38,12.1,4.7,16.7,38.2,991,11.9,31.3,31.1
38.2,18.1,10,20.4,8.58,12.2,31.9,784,9.65,28.4,22.7
70.4,52.8,19.1,15.3,3.96,23.1,36.2,372,14.6,38.2,63.2
44.1,30.8,23.5,22.5,1.1,101,164,1459,11.8,25.7,32.2
90.6,63.8,17.6,26.9,6.85,10.6,28.9,1104,32.8,88.2,151
26.7,15,9.82,154,7.04,25.7,39.6,325,14.7,29.7,52.8
61.5,31.9,4.57,14.2,1.95,32.5,48.3,244,13.9,31.3,23.1
32.8,28.1,17.3,20.9,3.82,100,172,2666,31.9,75.7,107
36.8,22.5,15.7,239,27.4,22.1,34.6,449,9.65,31.1,20.9
37.2,56.7,18.4,21.3,10.8,14.1,31.1,621,13.1,23.5,36.2
147,89,33.7,269,23.3,8.98,22.7,1000,11.1,20,34.9
43.7,34.6,24.8,14.7,5.88,28.9,67.3,1275,22.5,42.6,63.8
21.1,6.55,24.6,28.1,3.68,15.5,41,882,7.7,10.8,14.7
73,31.9,20,22.1,1,11.5,22.7,791,16.3,34.9,34.9
39.6,27.9,14.2,80.6,10.7,17.9,30,547,31.3,66.7,112
80.6,58.8,28.1,56.7,8.58,9.82,14.6,594,9.73,17,27.9
67.3,36.8,30.2,138,11.7,12.6,20.2,610,9.06,20.9,32.2
54.7,49.1,20.9,161,12.3,21.9,37.9,1155,13.5,32.2,35.5
107,56.2,19.6,195,15.3,29.4,46.6,638,8.35,21.1,13.9
55.2,42.9,17.5,95.6,6.98,5.62,21.3,610,10.2,23.7,26.2
39.6,25.3,12.1,88.2,3.08,26.2,48.7,1395,31.1,60.4,74.3
223,153,10.7,87.4,6.04,38.2,69.2,2288,34.9,80.6,120
34.3,17.9,7.77,137,24.1,24.4,44.9,1700,71.7,207,193
73.7,57.8,8.9,122,6.04,45.7,58.8,578,22.1,66.7,62.1
142,85.1,25.3,33.1,26.9,12,24.1,939,80.6,101,12.2
35.5,27.6,14.9,130,18.8,11.8,16.5,500,7.23,19.5,17.3
25.9,13.2,21.9,24.1,21.3,59.9,92.2,1370,7.77,20.7,26.9
43.7,22.1,21.1,125,16.1,16.3,16.4,514,18.1,32.5,44.5
30,15.5,15.3,56.2,12.3,37.9,47.8,604,6.04,24.1,10.2
26.9,14.2,15.3,45.3,10,16.3,28.4,644,27.4,56.2,79.9
32.2,16.7,33.1,311,45.7,37.5,63.2,698,12.5,36.2,56.7
172,153,43.7,233,16.1,20.2,35.2,704,7.3,18.6,36.5
20,23.5,4.26,10.6,10.3,10.7,17.3,470,51.4,136,160
196,113,14.2,92.2,2.41,11.7,15,638,7.57,22.1,25.9
35.2,20.9,67.9,365,71.7,28.4,42.9,368,4.03,55.2,3.13
165,98.2,23.7,17.3,13.2,13.1,23.9,737,13.2,21.5,23.1
108,106,38.9,255,55.2,55.7,87.4,1395,9.06,39.2,26.7
37.9,21.1,25.7,24.6,5.88,30.2,51.4,947,6.55,41,32.2
53.3,38.9,18.3,22.1,6.85,35.5,80.6,2308,20,45.7,66.1
151,98.2,23.1,36.8,1.41,41.8,93.9,1554,10,17.5,1.17
20,23.5,4.26,10.6,10.3,10.7,17.3,470,51.4,136,160
90.6,63.8,17.6,26.9,6.85,10.6,28.9,1104,32.8,88.2,151
41.8,32.8,13.8,139,17.9,8.51,18.9,269,1.21,5.19,1
54.7,38.9,16.8,21.7,24.1,26.7,43.7,882,36.8,58.3,18.8
66.7,44.9,22.9,68.5,25,28.4,56.2,453,9.31,18.8,24.6
41,18.1,14.6,22.1,1,24.4,38.9,594,9.56,17.9,7.3
38.5,33.7,37.2,382,20.7,18.1,27.6,649,11.3,16.7,32.8
74.3,41.8,48.7,253,29.2,21.5,46.6,649,6.85,18.4,45.3
36.5,22.3,49.6,56.2,10.2,22.9,37.2,704,29.7,77,153
53.3,38.9,18.3,22.1,6.85,35.5,80.6,2308,20,45.7,66.1
78.4,56.2,5.38,146,8.82,10.8,26.2,418,21.3,49.6,64.9
18.4,19.1,44.1,231,62.6,59.4,93.1,3619,24.4,56.7,77
28.9,7.37,50.5,255,67.9,17.3,31.3,410,17.9,36.5,47.4
24.4,18.4,15.7,18.3,3.37,12.9,33.1,750,8.28,15.3,12.3
52.3,32.8,23.5,217,14.6,24.1,35.5,939,37.5,79.1,133
33.7,17.5,4.74,14.1,9.39,14.2,25.3,583,44.1,112,132
35.5,25,46.1,248,35.5,9.22,15.5,632,10.8,31.9,30.5
38.9,25.5,26.9,16.8,8.58,17.5,32.2,496,11.9,33.7,48.7
66.1,31.6,18.8,28.9,9.65,13.3,27.1,449,8.66,18.1,25.3
46.6,29.2,17.5,58.3,14.9,19.8,37.9,947,5.83,17.6,25.7
118,31.6,22.3,248,20.9,3.13,13.5,583,30.5,85.8,204
126,83.5,21.3,24.1,10.6,75,165,3619,14.5,38.5,7.3
51.9,21.5,11.1,188,13.6,5.62,25.5,207,29.7,76.4,132
172,110,11,221,23.9,63.8,118,3134,9.65,19.8,26.4
170,103,4.41,79.1,10.8,43.7,90.6,1540,4.33,7.7,8.58
34.3,25.3,17.6,90.6,15,7.5,8.9,184,19.6,68.5,34.3
78.4,51.9,22.9,23.7,10.4,5.38,9.73,583,6.67,14.2,15.4
57.3,35.5,62.6,437,49.1,4.53,15.1,806,47.4,59.4,14.3
151,121,29.2,129,30,18.4,32.8,982,7.5,36.8,45.7
30.5,25.5,13.7,98.2,10.9,8.43,26.4,250,14.9,18.8,11.5
22.5,21.1,23.3,61,7.64,103,255,3752,12.5,25.9,22.3
34.6,34.6,13.2,87.4,16.8,12.5,23.9,407,7.23,27.6,42.2
31.9,31.1,25,16.5,7.57,12.1,19.3,704,1.98,64.9,4.49
99.1,97.3,24.1,20.2,8.98,35.5,58.3,2350,7.43,24.4,18.6
30,17.6,20.5,24.1,1.07,93.1,176,3368,10.2,24.8,51.4
139,82.8,16.1,36.5,19.1,24.8,35.5,349,3.25,76.4,6.61
22.5,17,16.7,82,18.8,37.2,61.5,1186,10.7,22.7,28.6
34.9,19.8,14.7,94.7,4.91,51.9,89,1981,11,41.8,41.8
163,114,24.4,24.4,14.3,49.1,71.7,599,49.6,96.5,105
55.2,42.9,17.5,95.6,6.98,5.62,21.3,610,10.2,23.7,26.2
53.3,38.2,25.3,107,13.2,8.28,14.3,264,12.3,24.1,32.5
18.4,19.1,44.1,231,62.6,59.4,93.1,3619,24.4,56.7,77
15,7.04,18.9,237,23.3,244,474,5523,14.3,27.6,58.3
139,82.8,16.1,36.5,19.1,24.8,35.5,349,3.25,76.4,6.61
138,109,65.5,359,60.4,8.2,14.3,533,12.4,28.6,8.82
153,82,33.4,48.7,8.28,11.9,28.6,710,16.1,47,36.5
36.8,24.4,15.7,44.5,5.62,23.7,43.7,1018,109,281,355
41,11.8,15.4,75,13.9,25,30.8,626,8.06,26.4,15.7
15.3,30.5,19.5,154,10.6,30,47.4,594,7.91,36.8,43.3
37.2,29.2,35.5,29.7,19.6,56.7,82,1827,1.35,10.3,24.4
40.3,34.9,24.8,27.9,6.61,1,1.67,33.4,15.3,42.6,44.5
52.3,26.2,22.1,172,19.6,18.9,35.5,470,8.66,16,27.4
32.2,23.7,64.9,426,71,5.28,23.9,274,9.91,35.2,29.4
47.4,38.5,24.6,31.3,1,57.3,93.9,1911,10.8,17.3,18.9
35.5,23.5,23.7,25.9,12.3,16.5,25,874,66.1,183,279
22.1,18.8,18.1,27.9,10.6,14.1,23.7,487,13.5,36.2,33.1
38.5,20.2,50,368,60.4,8.74,28.1,483,11.4,26.4,40
69.2,36.8,26.9,19.3,7.37,17.9,33.4,1000,11.8,16.7,25.9
47.4,33.1,65.5,141,19.5,33.4,46.1,426,13.8,30.2,20.2
53.8,27.1,30.2,13.5,1.3,93.9,170,2308,13.5,26.4,46.6
47,26.9,27.4,19.5,8.35,7.37,18.4,649,11.3,30.8,36.8
126,89,37.2,300,33.7,26.7,41,723,49.6,99.1,154
51.9,32.2,13.2,137,25.9,29.7,43.3,355,11.7,51.4,40.3
14.9,21.3,22.3,16.5,10.6,5.99,3.43,161,13.2,26.7,16.7
61.5,37.2,158,557,110,2.64,12.9,461,12.1,26.7,27.6
170,103,4.41,79.1,10.8,43.7,90.6,1540,4.33,7.7,8.58
33.4,19.5,12.3,105,12.1,42.6,65.5,1395,14.3,31.3,49.1
173,104,21.3,155,20,14.9,44.5,1512,12.6,33.1,45.7
106,85.8,19.5,86.6,10,49.1,67.9,483,7.1,25.5,36.2
34.9,16.1,54.2,562,71.7,13,27.6,737,9.73,18.4,18.9
48.7,28.9,32.2,31.3,17,32.8,57.8,1298,19.1,49.6,54.7
21.9,16.1,59.4,207,37.9,6.21,14.1,730,9.39,26.2,30.5
79.1,52.3,12.9,138,12.1,172,453,4826,7.64,28.9,28.4
59.9,35.2,64.9,257,42.2,12.6,28.1,730,1.86,3.79,4.03
25.9,13.2,21.9,24.1,21.3,59.9,92.2,1370,7.77,20.7,26.9
28.6,15.8,17.9,61.5,11.3,12.4,17.5,704,3.13,20.2,20.5
64.9,53.3,71,466,73,7.77,19.8,1114,12.4,20.2,12.6
31.9,33.4,64.9,474,77,40.3,46.6,1176,9.22,15.5,12.6
67.3,41.4,40.7,66.1,20.5,82,131,2017,10.8,16.3,27.6
79.1,62.6,19.5,19.3,13.8,9.39,32.5,483,9.82,24.6,54.2
69.2,36.8,26.9,19.3,7.37,17.9,33.4,1000,11.8,16.7,25.9
28.6,31.6,40.7,433,56.7,3.43,12.4,898,5.73,28.4,13.7
43.3,27.1,33.4,30.2,11.9,9.73,20.7,215,3.05,20.9,1
136,87.4,14.1,161,21.9,22.5,43.3,2996,10.9,25.3,27.9
46.6,24.4,33.4,13.7,31.1,21.5,36.8,890,10,27.4,2.23
36.8,12.4,17.8,20,9.06,7.43,16.3,982,10.1,26.9,33.1
67.9,62.1,4.78,11.4,1.75,11.4,31.3,466,13.2,33.4,25.5
92.2,80.6,15.4,167,9.39,2.57,10.7,19.3,13.7,37.5,15.5
20,23.5,4.26,10.6,10.3,10.7,17.3,470,51.4,136,160
48.3,33.4,25,28.6,6.1,3.92,8.9,158,3.28,12.7,19.3
37.9,19.6,28.1,142,17.6,9.39,24.6,457,9.82,25.9,14.5
60.4,35.5,14.1,124,18.1,1,2.71,10.6,40.7,71,86.6
31.3,17.8,24.1,15.4,10.1,22.5,39.2,552,31.1,97.3,207
54.2,34.3,12,139,19.6,12.3,18.8,621,6.26,18.8,37.9
121,84.3,27.1,21.9,5.33,8.82,30.5,717,4.83,18.9,31.6
34.6,19.5,106,478,68.5,23.1,24.6,429,10.7,20.9,28.9
9.22,1.01,19.1,21.5,9.91,17.9,43.7,573,11,33.7,50.9
80.6,49.1,17.8,235,29.7,4.83,18.9,322,14.7,24.1,52.3
67.3,36.8,30.2,138,11.7,12.6,20.2,610,9.06,20.9,32.2
24.1,13,72.3,337,85.8,1.01,2.44,158,6.21,15.3,17.2
26.7,15.7,28.1,334,48.3,14.1,21.1,906,5.88,28.4,21.9
39.6,25.9,17,16.3,12.6,17.6,34.6,820,4.61,15.5,27.9
106,58.8,14.6,18.3,3.65,11.5,21.7,661,7.1,18.1,30.2
132,84.3,23.1,20.9,3.25,21.5,34,362,7.37,27.9,36.8
59.9,29.2,12.2,76.4,21.9,18.6,24.8,583,9.73,15.1,8.35
36.5,36.8,32.5,36.8,11.4,25.3,32.2,509,4.96,20,25.3
37.5,17.6,6.61,181,13.9,23.9,39.2,644,13.2,33.7,56.2
147,102,6.04,20.4,10.3,29.2,47.4,478,5.47,14.6,11.4
64.4,15.3,18.1,20,6.38,10.5,28.4,644,10.3,26.7,17
104,82,12.3,1.19,21.9,17,23.3,523,14.1,26.4,27.1
74.3,58.8,12.7,150,8.13,11.4,22.7,552,8.9,21.7,18.4
115,80.6,22.3,27.4,2.25,20.7,31.6,567,10.4,25.3,29.7
38.2,26.2,30,27.6,6.49,20.2,24.8,509,17.2,35.2,17.8
38.9,28.1,35.5,24.4,1,12.5,15.1,1334,13.6,22.7,30.2
40.3,18.8,10.3,145,21.3,19.5,30.8,599,6.21,22.3,27.6
39.6,28.1,18.1,28.9,20.9,19.1,29.7,557,18.6,65.5,73
51.9,32.2,13.2,137,25.9,29.7,43.3,355,11.7,51.4,40.3
18.3,17,38.5,269,24.4,5.42,19.6,253,7.84,27.9,22.3
51.9,30.2,22.3,136,16.8,14.1,23.7,835,10.7,20.5,13.5
101,67.3,22.3,68.5,5.67,30.8,39.6,594,10.4,27.1,13.9
58.3,31.1,79.9,77,8.58,19.6,28.4,638,15.3,36.5,50.9
57.3,35.5,62.6,437,49.1,4.53,15.1,806,47.4,59.4,14.3
47,26.9,27.4,19.5,8.35,7.37,18.4,649,11.3,30.8,36.8
28.1,16.7,35.2,49.1,18.3,23.7,36.8,514,10.3,38.5,60.4
36.8,22.7,28.1,23.1,4.78,20.7,32.8,433,42.2,104,95.6
35.9,25.7,49.6,362,46.1,35.9,55.7,1877,9.39,21.9,27.6
43.3,31.6,42.2,69.2,23.3,22.3,34.6,667,4.33,5.83,3.92
34.3,21.3,51.9,292,56.2,10.2,30.2,449,5.23,23.7,34.6
86.6,79.9,16,136,13.8,18.4,28.9,626,10,18.3,23.3
17.5,19.3,118,365,77,10.4,30.5,1843,5.88,20.9,17.6
65.5,28.1,19.8,163,20,21.9,38.5,474,5.28,21.1,21.1
34,19.8,34,196,13.7,6.85,19.5,820,10.3,23.1,27.1
131,119,78.4,250,48.7,90.6,126,466,3.59,7.99,1.08
67.3,41.4,40.7,66.1,20.5,82,131,2017,10.8,16.3,27.6
27.6,25.5,19.8,36.8,5.42,12.6,20.5,562,12.4,46.6,52.3
79.9,49.6,35.2,39.2,9.31,14.6,20.7,533,4.7,14.5,18.1
36.5,28.4,16.1,106,4.41,11.7,28.6,604,76.4,163,198
35.9,25.7,21.7,28.4,13.1,16.3,28.6,692,56.7,85.1,27.1
39.2,34.9,75.7,433,73,11.7,39.2,449,25.5,51.4,75.7
36.5,22.3,17.5,142,9.06,16.1,22.1,661,6.55,27.6,20.2
14.9,21.3,22.3,16.5,10.6,5.99,3.43,161,13.2,26.7,16.7
35.9,18.6,20.9,62.1,12.7,124,449,4958,8.28,24.6,6.21
146,97.3,49.1,69.2,16.7,15.4,29.2,547,5.94,9.06,20.4
48.3,18.4,13.9,132,12.5,12.5,33.1,882,49.1,107,211
39.2,19.5,16.4,64.9,9.65,14.6,26.2,750,12,22.9,25.9
142,91.4,57.8,102,18.9,12,13.6,305,4.03,10.6,12.9
36.5,28.4,16.1,106,4.41,11.7,28.6,604,76.4,163,198
237,170,70.4,241,41.4,37.5,53.8,322,9.22,15.8,15.8
35.2,13.8,18.1,17,12,6.38,15.7,422,12.5,26.4,25.9
170,123,16.5,8.35,1.73,20.2,29.2,757,32.8,78.4,186
76.4,43.7,8.82,235,22.7,23.1,40.3,583,25.5,44.1,51.9
164,91.4,13.1,20,6.98,13.6,31.3,723,27.1,50.9,79.9
104,105,27.1,379,65.5,15,26.4,638,12.5,19.6,15.8
78.4,51.9,22.9,23.7,10.4,5.38,9.73,583,6.67,14.2,15.4
22.5,21.1,23.3,61,7.64,103,255,3752,12.5,25.9,22.3
28.9,4.03,14.7,104,26.2,22.1,29.7,311,9.82,18.8,32.8
22.9,26.9,20.2,19.6,5.23,10.3,13.3,255,10.1,22.5,19.6
60.4,48.7,13.6,29.7,2.35,213,322,1554,8.35,20.9,23.7
30,10.4,23.3,22.9,4.41,39.2,88.2,2072,31.3,75.7,89.8
136,87.4,14.1,161,21.9,22.5,43.3,2996,10.9,25.3,27.9
131,77.7,6.67,129,36.2,20.4,35.9,519,16.5,51.4,75.7
139,91.4,19.5,70.4,7.23,13,22.5,414,7.04,20.5,2.55
55.2,32.2,13.6,142,10.2,9.47,25.5,346,7.7,23.5,28.4
37.5,23.3,16.1,151,16.1,41,69.8,1275,36.8,83.5,172
46.1,51.4,16.7,16,1,5.19,10.5,866,1,68.5,9.22
29.7,16.7,85.1,274,41.8,15,25.5,523,11.9,29.2,63.8
21.1,15,24.8,25.7,5.38,9.65,36.2,737,11.2,29.7,24.4
39.6,25.9,17,16.3,12.6,17.6,34.6,820,4.61,15.5,27.9
68.5,107,18.3,31.1,19.5,11.1,22.9,599,12.2,27.1,14.3
40.3,23.3,31.9,39.2,2.57,6.79,13.7,692,11.3,28.1,29.7
33.7,21.5,18.9,217,9.22,14.1,18.6,542,10.4,19.3,40.7
34.3,21.3,4.29,13.5,9.31,9.82,25.7,649,1,64.4,4.33
38.2,25.9,24.1,20.9,6.98,22.9,43.3,271,7.1,12.1,23.7
50.5,32.5,22.9,26.7,5.57,3.4,14.5,235,5.19,13.7,11.8
24.1,18.3,17.9,97.3,7.1,63.2,112,1911,17.6,27.9,35.2
76.4,43.7,8.82,235,22.7,23.1,40.3,583,25.5,44.1,51.9
30.8,20.2,21.1,23.5,14.5,30.8,55.7,1382,51.9,113,115
31.9,24.6,31.6,38.5,6.26,73,130,2110,8.35,15.7,17.5
37.5,25.3,21.3,40.3,10.6,13,54.7,362,31.6,66.1,71.7
32.8,27.4,22.3,25.7,7.5,29.4,83.5,2642,9.82,18.9,31.9
