"praf","pmek","plcg","pip2","pip3","p44.42","pakts473","pka","pkc","p38","pjnk"
359,588,229,433,4.74,5.38,25.3,70.4,466,2525,914
368,588,313,523,9.73,59.9,331,9.06,57.8,349,207
281,426,135,233,13.2,31.6,189,9.65,41.4,248,46.6
1208,1778,1241,2110,44.9,52.3,264,9.47,129,777,906
542,906,125,219,1.88,19.8,111,3.96,48.3,267,186
167,289,308,538,3.05,29.7,164,3.4,820,4217,914
710,1094,542,982,16.3,35.2,113,19.5,124,843,176
219,355,96.5,163,12.2,53.8,271,1,75.7,418,346
195,328,799,1526,23.3,57.8,193,2.21,170,1084,221
352,583,137,257,10.2,31.1,189,8.82,82,466,175
514,704,316,661,5.57,79.9,382,10.6,205,1263,562
770,1197,264,392,4.83,21.3,150,15.3,81.3,433,179
311,533,267,441,2.76,49.6,319,9.31,62.1,403,44.1
311,514,250,418,16.4,95.6,542,14.2,93.1,698,262
259,362,110,209,7.64,45.7,271,16.5,730,3718,1009
375,547,281,414,5.19,50.5,294,7.84,225,1263,604
313,491,165,661,22.7,73,500,14.3,79.1,538,262
193,257,259,375,14.2,59.9,352,6.44,189,947,1134
1252,1843,491,922,12,76.4,496,5,313,1946,274
1526,2371,229,396,9.31,27.4,198,5.67,49.6,319,79.1
264,396,1208,2035,66.7,127,655,12.3,88.2,505,264
172,262,533,890,31.3,67.9,453,5.73,375,1981,685
313,461,50.5,142,71.7,38.5,271,8.2,47,279,124
828,1263,219,457,17.3,23.7,118,3.22,97.3,737,337
294,461,102,200,3.19,23.3,117,4.57,137,723,385
244,319,195,375,5.14,38.2,255,12.6,91.4,514,478
77,110,599,1114,26.2,89,621,6.15,34.9,141,67.3
133,259,250,461,1,58.3,349,37.9,32.5,154,813
578,1000,149,271,2.07,38.9,257,11.5,52.3,385,274
97.3,161,181,346,4.78,50.5,352,1.63,542,3220,453
352,615,183,257,5.42,27.6,198,7.04,557,3051,588
91.4,106,316,573,3.75,125,858,73,86.6,594,292
105,200,483,931,5.73,75,445,13.2,47.8,325,172
126,205,168,284,10.1,61,340,16.8,85.1,509,191
105,200,483,931,5.73,75,445,13.2,47.8,325,172
385,638,799,1554,24.1,79.9,538,13.8,56.7,340,77
2890,4451,698,1263,157,55.2,365,13.6,1186,6153,1134
1999,3051,172,289,2.41,56.7,269,12.6,66.1,429,113
172,176,449,828,12.3,71.7,445,20.7,445,2393,1334
557,914,145,239,1,59.4,500,2.62,158,947,217
160,231,229,400,14.5,74.3,567,4.78,164,1037,246
1334,2091,757,1252,56.2,82,557,15.1,241,1420,297
400,523,599,1075,10.6,198,1346,11.5,655,3249,1334
225,334,189,337,7.37,158,1144,40.7,135,764,151
71.7,137,1094,1670,30.2,26.9,195,9.56,126,866,235
83.5,96.5,1263,2072,17.6,15.5,107,10,92.2,547,141
48.7,67.9,661,1197,36.2,44.9,319,17,82,552,281
191,276,262,491,3.02,32.5,175,7.3,35.5,205,723
750,1094,403,667,14.5,56.7,375,12.2,1124,5425,1981
1155,1582,914,1526,33.4,59.9,325,12.9,70.4,433,239
125,205,168,286,10.6,139,820,14.5,62.6,372,131
991,1420,186,349,5.23,51.4,316,3.82,655,3249,1197
294,461,102,200,3.19,23.3,117,4.57,137,723,385
542,906,125,219,1.88,19.8,111,3.96,48.3,267,186
743,1104,211,365,1.24,77,441,5.94,137,898,365
259,445,673,1310,16.7,1,7.1,12.4,52.3,305,343
48.7,67.9,661,1197,36.2,44.9,319,17,82,552,281
104,191,200,365,9.22,79.1,385,8.58,698,3429,1685
150,267,132,255,6.67,8.06,67.3,1.06,50.9,281,202
334,573,1827,2943,68.5,65.5,491,2.89,70.4,457,154
1114,1685,158,286,9.65,19.1,75,6.1,25.7,146,46.1
1747,2267,99.1,184,5.33,48.3,372,6.61,392,2167,890
167,211,235,414,9.31,125,799,37.5,102,632,325
223,311,297,562,9.91,59.4,396,3.55,53.3,294,106
221,385,764,1310,9.31,47.8,229,17.8,16,61.5,1568
161,239,679,1124,25,33.4,257,30.8,22.5,158,43.7
349,547,158,237,1.01,69.8,382,14.5,188,922,1395
262,346,138,219,7.43,38.2,198,7.3,35.5,165,284
478,973,389,1554,117,89,626,16.5,1186,5573,1144
286,496,255,389,1.11,28.1,175,6.73,154,851,202
207,311,445,813,11.1,44.5,305,10.2,125,764,246
160,207,241,433,6.79,10.3,75.7,4.33,14.1,72.3,241
167,313,193,368,12.6,55.2,274,17.2,50.9,279,150
227,422,305,437,21.9,99.1,777,3.13,26.2,64.4,882
215,372,1596,2738,59.9,58.8,355,8.35,40,211,54.2
84.3,119,316,567,23.3,36.8,211,8.35,221,1197,1124
67.3,113,269,1165,63.8,7.7,14.5,120,59.9,365,106
418,673,777,1420,3.72,24.6,165,2.39,53.3,316,176
176,284,1094,1827,44.1,2.07,37.5,12.7,38.9,264,80.6
88.2,150,204,418,4.87,54.7,274,16.3,56.7,286,108
311,519,246,403,11.5,85.1,437,16.4,80.6,478,313
292,437,557,1104,21.9,38.5,233,17.2,40.3,248,227
231,346,183,331,17.9,105,599,13.1,51.9,343,300
679,1186,58.3,114,1,50,385,14.6,29.2,150,77
237,325,281,562,6.67,21.3,111,5.42,46.1,281,300
259,372,118,193,1.26,26.7,184,1,239,1512,422
195,325,250,433,8.82,143,1037,84.3,57.8,349,132
730,1241,267,470,9.06,117,638,6.55,107,649,279
331,496,441,866,10.8,117,835,17.9,355,1981,1275
365,583,505,914,49.1,18.9,104,11.1,146,799,227
328,557,939,1472,92.2,86.6,453,31.9,32.2,164,137
274,396,204,355,2.02,75.7,372,9.22,55.2,311,233
445,632,183,355,4.53,39.2,211,8.66,75.7,496,173
2329,3398,328,567,12.4,111,717,9.06,151,1055,237
97.3,136,403,757,5.57,3.08,35.2,103,528,2864,638
151,289,53.3,67.3,55.7,98.2,655,14.9,26.2,168,14.5
105,239,322,557,29.7,142,1009,54.7,46.1,191,437
359,615,604,1084,18.4,77,474,2.35,62.6,389,90.6
770,1197,264,392,4.83,21.3,150,15.3,81.3,433,179
3368,4958,410,632,28.6,21.5,83.5,75,26.4,146,80.6
85.1,137,311,533,16.5,28.1,123,6.98,717,3685,1075
308,470,147,229,4.37,34.6,181,2.92,107,599,255
1252,1843,491,922,12,76.4,496,5,313,1946,274
279,429,379,723,10.2,60.4,375,11.7,28.9,207,80.6
227,343,170,340,20.5,40.7,213,9.91,244,1322,1219
204,164,300,542,10.7,22.5,136,3.72,50.9,211,311
294,474,209,385,8.43,66.1,375,2.29,5.23,34,973
97.3,161,181,346,4.78,50.5,352,1.63,542,3220,453
626,1018,743,1298,16.8,122,730,17.9,33.4,198,120
68.5,118,13.8,62.6,57.8,93.9,519,18.9,106,533,1700
474,791,302,410,10,53.3,407,13.2,253,1286,372
167,253,205,379,8.2,13.3,73,12.7,53.8,294,191
198,389,119,248,3.59,45.7,253,12.2,106,583,389
196,297,274,547,6.92,62.1,279,15.4,77.7,514,113
764,1219,1263,2017,20.2,67.3,340,22.7,70.4,403,198
1114,1685,158,286,9.65,19.1,75,6.1,25.7,146,46.1
389,692,410,717,11.9,41.8,200,14.3,441,2393,764
167,253,205,379,8.2,13.3,73,12.7,53.8,294,191
168,248,547,991,17.6,51.9,322,12.6,38.5,257,74.3
151,264,375,632,25,56.7,362,4.33,219,1176,250
1486,2227,743,1407,15.3,106,698,28.1,139,799,322
157,147,93.1,172,20,108,655,18.1,487,2642,632
1065,1625,396,704,13.9,127,799,5.57,71,457,66.1
196,297,274,547,6.92,62.1,279,15.4,77.7,514,113
186,313,379,644,31.9,55.2,382,10.5,108,723,248
328,557,939,1472,92.2,86.6,453,31.9,32.2,164,137
151,289,53.3,67.3,55.7,98.2,655,14.9,26.2,168,14.5
163,235,90.6,179,2,66.7,375,11.5,35.9,188,289
184,319,161,302,5.33,39.6,248,14.1,51.9,322,106
61,76.4,123,276,13.9,79.9,500,8.51,730,3752,2187
547,858,1843,2943,51.4,42.9,276,20.9,77.7,433,209
219,352,3.37,15.3,30.5,75.7,509,15.5,52.8,346,302
89,151,125,286,4.7,29.4,191,4.74,61,346,131
259,362,110,209,7.64,45.7,271,16.5,730,3718,1009
1298,1827,239,426,20.2,62.1,410,12.2,77,483,279
806,1219,183,337,1.01,80.6,610,2.76,186,1134,392
